fecha,RH,TMP,WDR,WSP
2017-01-01,56.25088339222615,14.654593639575973,169.4946996466431,1.7051236749116607
2017-01-02,44.45855379188713,15.075485008818342,190.25396825396825,1.5112874779541443
2017-01-03,43.10283687943262,15.346985815602835,187.55116696588868,1.581508078994614
2017-01-04,37.739583333333336,15.826215277777775,201.44965277777777,1.7989583333333334
2017-01-05,39.4283185840708,15.896991150442478,163.1504424778761,1.4803539823008849
2017-01-06,45.64653641207816,16.621669626998223,154.6234458259325,1.5786856127886324
2017-01-07,53.46527777777778,14.673263888888888,184.55729166666663,1.9736111111111112
2017-01-08,68.59548611111111,9.226215277777778,193.65104166666663,1.6722222222222225
2017-01-09,56.65798611111112,10.254513888888887,163.24479166666666,1.7928819444444444
2017-01-10,49.36979166666666,12.259895833333331,151.53125,1.5619791666666667
2017-01-11,43.25783972125436,13.48466898954704,182.25435540069685,1.593205574912892
2017-01-12,38.94570928196147,14.13660245183888,167.8181818181818,1.6377622377622378
2017-01-13,40.01410934744269,13.472663139329804,170.71075837742504,1.9375661375661373
2017-01-14,53.971698113207545,12.088490566037736,169.15849056603773,1.6733962264150943
2017-01-15,46.3926499032882,13.09303675048356,158.93423597678918,1.61605415860735
2017-01-16,45.08918406072106,13.755977229601518,164.86174242424244,1.8482954545454544
2017-01-17,51.74349442379182,14.005018587360595,166.81970260223048,2.013011152416357
2017-01-18,55.08880994671403,14.505861456483126,168.0728241563055,1.7973357015985791
2017-01-19,48.67881944444444,14.882465277777778,178.74479166666666,2.1260416666666666
2017-01-20,45.34325744308232,15.322591943957969,187.8213660245184,3.118914185639229
2017-01-21,38.92508710801394,15.03327526132404,185.3571428571429,2.412020905923345
2017-01-22,34.07465277777778,14.555381944444443,167.60763888888889,1.6824652777777778
2017-01-23,28.43280977312391,14.63630017452007,170.48865619546248,1.6033158813263526
2017-01-24,40.208112874779545,14.643915343915344,160.09876543209876,2.430335097001764
2017-01-25,44.58274647887324,15.461619718309858,169.01584507042253,2.111443661971831
2017-01-26,40.28321678321678,15.938811188811188,161.9020979020979,1.7486013986013986
2017-01-27,35.81010452961672,16.057142857142857,162.89721254355402,2.095993031358885
2017-01-28,40.44599303135889,14.442857142857145,170.10782608695652,2.180695652173913
2017-01-29,62.921875,11.4296875,187.75173611111111,2.0491319444444445
2017-01-30,55.775652173913045,12.308,149.0713043478261,1.6526956521739131
2017-01-31,49.116521739130434,14.279826086956522,166.18229166666666,1.6541666666666668
2017-02-01,48.23951048951049,14.97132867132867,173.97727272727272,1.93513986013986
